28,影,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]影HD高清国语中字.mkv
29,暴雪将至,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]暴雪将至BD国语中字.mp4
30,黑色党徒,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]黑色党徒BD中英双字.mp4
31,铁血战士,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]tt铁血战士BD中英双字.mp4
32,哆啦A梦：大雄的金银岛,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]哆啦A梦：大雄的金银岛BD国日粤三语中字.mp4
33,邪不压正,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]邪不压正HD国语中字.mkv
34,薄荷,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]薄荷BD中英双字.mp4
35,碟中谍6：全面瓦解,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]碟中谍6：全面瓦解BD国英双语中英双字.mp4
36,一出好戏,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]一出好戏BD国语中字.mp4
37,反贪风暴3,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]反贪风暴3BD国粤双语中字.mp4
38,超时空同居,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]超时空同居BD国语中字.mp4
39,一个明星的诞生,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]yy一个明星的诞生HD韩版中英双字.mkv
40,大象席地而坐,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]大象席地而坐导演剪辑版HD国语中字.mkv
41,网络谜踪,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]ww网络谜踪BD中英双字.mkv
42,悲伤逆流成河,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]悲伤逆流成河HD高清国语中字.mp4
43,低压槽：欲望之城,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]低压槽：欲望之城BD国粤双语中字.mp4
44,我不是药神,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]ww我不是药神HD高清国语中英双字.mkv
45,欧洲攻略,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]欧洲攻略BD国粤双语中字.mp4
46,摘金奇缘,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]jjj摘金奇缘BD中英双字.mp4
47,超人总动员2,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]超人总动员2BD国粤英三语中英双字V2.mp4
48,西虹市首富,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]西虹市首富HD国语中英双字.mkv
49,我的间谍前男友,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]ww我的间谍前男友BD中英双字.mp4
50,伸冤人2,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]伸冤人2BD中英双字.mp4
51,巨齿鲨,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]巨齿鲨BD中英双字.mp4
52,江湖儿女,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]jj江湖儿女HD清国语中字.mkv
53,嗝嗝老师,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]gg嗝嗝老师BD中字.mkv
54,阿尔法：狼伴归途,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]阿尔法：狼伴归途BD中英双字.mp4
55,22英里,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]22英里HD中英双字.mkv
56,解除好友2：暗网,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]解除好友2：暗网BD中英双字.mp4
57,蚁人2：黄蜂女现身,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]蚁人2：黄蜂女现身BD国英双语中英双字.mp4
58,未择之路,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]未择之路HD国语中字.mp4
59,妈妈咪呀2,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]妈妈咪呀2BD中英双字.mp4
60,精灵旅社3：疯狂假期,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]精灵旅社3：疯狂假期BD国粤英三语中英双字.mp4
61,摩天营救,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]摩天营救BD国英双语中英双字.mp4
62,大师兄,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]大师兄HD高清国语中字.mkv
63,不留痕迹,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]不留痕迹BD中英双字.mp4
64,快把我哥带走,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]快把我哥带走HD高清国语中字.mkv
65,动物世界,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]动物世界HD高清国语中字.mp4
66,龙虾刑警,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]lx刑警HD国语中英双字.mp4
67,唐人街探案2,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]唐人街探案2BD国语中字.mp4
68,爱情公寓电影版,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]a情公寓电影版HD国语中字.mp4
69,风语咒,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]风语咒HD高清国语中英双字.mkv
70,侏罗纪世界2,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]侏罗纪世界2BD国英双语中英双字.mp4
71,边境杀手2：边境战士,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]边境杀手2：边境战士BD中英双字.mp4
72,游侠索罗：星球大战外传,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]游侠索罗：星球大战外传BD中英双字.mp4
73,新乌龙院之笑闹江湖,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]新乌龙院之笑闹江湖HD国语中字.mkv
74,苏丹,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]苏丹BD中字.mp4
75,狄仁杰之四大天王,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]狄仁杰之四大天王HD高清国语中英双字.mkv
76,遗传厄运,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]遗传厄运BD中英双字.mp4
77,瞒天过海：美人计,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]瞒天过海：美人计BD中英双字.mp4
78,昆池岩,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]昆池岩BD韩语中字.mp4
79,神秘巨星,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]神秘巨星BD中字.mp4
80,死侍2,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]ss死侍2未分级加长版BD中英双字.mp4
81,的士速递5,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]的士速递5BD法语中字.mp4
82,泄密者,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]泄密者BD国粤双语中字.mp4
83,复仇者联盟3：无限战争,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]复仇者联盟3：无限战争BD中英双字.mp4
84,去年冬天与你分手,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]去年冬天与你分手BD中字.mp4
85,烟花,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]烟花BD日语中字.mp4
86,妈妈咪鸭,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]妈妈咪鸭HD高清国语中字.mp4
87,倾城十月,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]倾城十月BD中字.mp4
88,猛虫过江,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]猛虫过江.mkv
89,红海行动,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]红海行动BD国语中字.mp4
90,犬之岛,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]犬之岛BD国英双语中英双字.mp4
91,厕所英雄,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]厕所英雄HD国印双语.mkv
92,金蝉脱壳2,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]jctqiao2BD中英双字.mp4
93,头号玩家,ftp://d:d@a.dygodj8.com:12311/[电影天堂www.dy2018.com]头号玩家jjBD中英双字.mp4
94,寂静之地,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]寂静之地BD中英双字.mp4
95,后来的我们,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]后来的我们HD高清国语中字.mp4
96,火狐一号出击,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]火狐一号出击BD中英双字.mp4
97,米花之味,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]米花之味HD高清国语中字.mp4
98,燃烧,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]燃烧HD韩语中字.mp4
99,战神纪,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]战神纪HD高清国语中字.mp4
100,前任3：再见前任,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]前任3：再见前任BD国语中字.mp4
101,环太平洋：雷霆再起,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]环太平洋：雷霆再起BD中英双字.mp4
102,捉妖记2,ftp://d:d@dygodj8.com:12311/[电影天堂www.dy2018.com]捉妖记2BD国粤双语中字.mp4
